4	0.0000629890
8	0.0000626310
16	0.0000634625
32	0.0000640740
64	0.0000656835
128	0.0000680650
256	0.0000737904
512	0.0000851239
1024	0.0001061654
2048	0.0001299134
4096	0.0001553936
8192	0.0001959879
16384	0.0002623550
32768	0.0004124290
65536	0.0008327355
131072	0.0013965455
262144	0.0025075920
524288	0.0047390801
1048576	0.0092015065
2097152	0.0181322490
4194304	0.0359835575
8388608	0.0716584985
